# CurlyM omega_L omega_m logL logPrior
-2.832911445738255818e+00 -1.184156577496484064e-01 1.072215556118072399e-01 -4.379887155725392489e+01 0.000000000000000000e+00
-2.669929468517699522e+00 -7.015252580056801079e-01 6.842996564811356652e-01 -4.379737371665662948e+01 0.000000000000000000e+00
-3.044507391298020949e+00 -7.728389945351106238e-01 7.997254529491667485e-01 -4.379717778748692325e+01 0.000000000000000000e+00
-2.617274030869289447e+00 -3.933244131979584668e-01 3.549445422391067084e-01 -4.379606718016342626e+01 0.000000000000000000e+00
-3.038008287297043974e+00 -7.611332884428942958e-01 7.874752005196464788e-01 -4.379309606996499582e+01 0.000000000000000000e+00
-2.036033541744437514e+00 -3.424935379503144528e-01 2.454048076675878209e-01 -4.379245779606615230e+01 0.000000000000000000e+00
-2.934809385418732930e+00 -1.697466821715269136e-01 1.696562258455641681e-01 -4.379179914730443812e+01 0.000000000000000000e+00
-2.963303545693775742e+00 -8.119459456230961880e-01 8.305743789977062530e-01 -4.378349082074927168e+01 0.000000000000000000e+00
-2.917859354533017147e+00 -7.707836130009095843e-01 7.856486052368888418e-01 -4.375932099893473293e+01 0.000000000000000000e+00
-1.940365509603545924e+00 -1.921511116875389558e-01 7.389168367765081014e-02 -4.375725754815484692e+01 0.000000000000000000e+00
-2.964589929758763009e+00 -4.573400528173010571e-01 4.599286437077094170e-01 -4.375560955774006544e+01 0.000000000000000000e+00
-2.572831007639053702e+00 -6.688488383267764403e-01 6.435877267009014746e-01 -4.374543535882236966e+01 0.000000000000000000e+00
-2.894389467779534098e+00 -5.402162359948765591e-01 5.488246143340544947e-01 -4.374374926289329579e+01 0.000000000000000000e+00
-3.087902671765490936e+00 -6.630182724734412503e-01 6.916534450133047240e-01 -4.372913403455520864e+01 0.000000000000000000e+00
-2.752223325949541000e+00 -3.132566069139753884e-01 3.016312750541226828e-01 -4.372896973083383187e+01 0.000000000000000000e+00
-2.425900533596569097e+00 -1.928282653506987465e-01 1.440903197770042055e-01 -4.371982756844493423e+01 0.000000000000000000e+00
-2.612536288902969517e+00 -6.839475389644835701e-01 6.613469241535810950e-01 -4.371310340886996215e+01 0.000000000000000000e+00
-1.883074094358256678e+00 -2.161370689086266061e-01 1.048384999903816395e-01 -4.370267468854154203e+01 0.000000000000000000e+00
-2.892451011251275794e+00 -2.865602828558281301e-01 2.872803288806853317e-01 -4.369756110545856842e+01 0.000000000000000000e+00
-3.051690993514448724e+00 -6.942077427710731108e-01 7.204341819553028436e-01 -4.369613316451617635e+01 0.000000000000000000e+00
-2.491688592005643077e+00 -6.159176863128689172e-01 5.784303503929331125e-01 -4.369462037818041011e+01 0.000000000000000000e+00
-2.110702148588126992e+00 -3.250471387114874378e-01 2.431518183834555091e-01 -4.367939611296130664e+01 0.000000000000000000e+00
-2.982918909179619771e+00 -6.936277244111704876e-01 7.137154174347987157e-01 -4.367760944991039906e+01 0.000000000000000000e+00
-3.013790648632051816e+00 -4.080154547559506906e-01 4.234589369965695571e-01 -4.363454169691494400e+01 0.000000000000000000e+00
-2.706536842341857430e+00 -4.750396694766858552e-01 4.501444893879801290e-01 -4.362833316300892506e+01 0.000000000000000000e+00
-2.948695767620446162e+00 -3.835051546436210601e-01 3.816933967168765207e-01 -4.362191788555897887e+01 0.000000000000000000e+00
